gene_name	strand	chrom	start	end
TRPT1	-	chr11	63991271	63993726
NUDT22	+	chr11	63993413	63998158
DNAJC4	+	chr11	63997750	64001758
VEGFB	+	chr11	64002056	64006736
FKBP2	+	chr11	64008475	64011604
ENSG00000286264	+	chr11	64008567	64011604
PPP1R14B	-	chr11	64011951	64014415
PLCB3	+	chr11	64019002	64036622
BAD	-	chr11	64037302	64052176
GPR137	+	chr11	64037534	64056972
KCNK4	+	chr11	64058774	64067503
CATSPERZ	+	chr11	64067830	64072242
ESRRA	+	chr11	64072969	64084215
TRMT112	-	chr11	64083932	64085031
PRDX5	+	chr11	64085593	64089283
CCDC88B	+	chr11	64107676	64125006
RPS6KA4	+	chr11	64126620	64139687
SLC22A11	+	chr11	64323162	64340347
SLC22A12	+	chr11	64358113	64369825
NRXN2	-	chr11	64373646	64490669
RASGRP2	-	chr11	64494383	64512928
PYGM	-	chr11	64513861	64527446
SF1	-	chr11	64532078	64546258
MAP4K2	-	chr11	64552390	64570713
MEN1	-	chr11	64570982	64578766
CDC42BPG	-	chr11	64590524	64612125
EHD1	-	chr11	64619114	64655768
ATG2A	-	chr11	64662018	64684683
PPP2R5B	+	chr11	64685025	64701947
GPHA2	-	chr11	64701943	64703365
MAJIN	-	chr11	64704989	64739580
BATF2	-	chr11	64755417	64764490
ARL2	+	chr11	64781632	64789656
ARL2-SNX15	+	chr11	64781654	64808042
SNX15	+	chr11	64794911	64808044
SAC3D1	+	chr11	64808373	64812300
NAALADL1	-	chr11	64812290	64826025
CDCA5	-	chr11	64833772	64851636
ZFPL1	+	chr11	64851682	64855870
TMEM262	-	chr11	64852451	64856847
VPS51	+	chr11	64856796	64879334
TM7SF2	+	chr11	64879317	64883856
ZNHIT2	-	chr11	64883875	64885173
FAU	-	chr11	64888102	64889649
SYVN1	-	chr11	64889252	64902003
MRPL49	+	chr11	64889655	64894843
SPDYC	+	chr11	64937704	64940845
CAPN1	+	chr11	64948037	64979477
POLA2	+	chr11	65029384	65073430
ENSG00000285816	+	chr11	65029399	65094014
CDC42EP2	+	chr11	65082337	65089888
DPF2	+	chr11	65101314	65121733
TIGD3	+	chr11	65122222	65125084
SLC25A45	-	chr11	65142663	65151172
FRMD8	+	chr11	65154092	65180996
SCYL1	+	chr11	65292548	65306175
LTBP3	-	chr11	65306030	65326401
ZNRD2	+	chr11	65337931	65341413
FAM89B	+	chr11	65339820	65341669
EHBP1L1	+	chr11	65343517	65360121
AP001362.1	-	chr11	65358665	65359947
KCNK7	-	chr11	65360307	65363467
MAP3K11	-	chr11	65365227	65382853
PCNX3	+	chr11	65383247	65404910
SIPA1	+	chr11	65405572	65418389
RELA	-	chr11	65421070	65430561
KAT5	+	chr11	65479467	65487075
RNASEH2C	-	chr11	65481476	65488289
AP5B1	-	chr11	65541369	65548447
OVOL1	+	chr11	65554534	65564685
CFL1	-	chr11	65590493	65629497
SNX32	+	chr11	65601305	65624367
MUS81	+	chr11	65624597	65635124
EFEMP2	-	chr11	65633912	65641063
CTSW	+	chr11	65647280	65651212
FIBP	-	chr11	65651211	65656002
CCDC85B	+	chr11	65658144	65659106
FOSL1	-	chr11	65659520	65668044
C11orf68	-	chr11	65684281	65686533
DRAP1	+	chr11	65686745	65689034
TSGA10IP	+	chr11	65712951	65727437
SART1	+	chr11	65729199	65747608
EIF1AD	-	chr11	65764016	65769647
BANF1	+	chr11	65769699	65771620
CST6	+	chr11	65779479	65780976
CATSPER1	-	chr11	65784223	65793950
GAL3ST3	-	chr11	65808236	65816632
SF3B2	+	chr11	65818200	65836779
PACS1	+	chr11	65837743	66012215
KLC2	+	chr11	66024765	66035331
RAB1B	+	chr11	66036061	66044963
CNIH2	+	chr11	66045646	66052772
YIF1A	-	chr11	66052051	66056616
TMEM151A	+	chr11	66059365	66064135
CD248	-	chr11	66081965	66084515
RIN1	-	chr11	66097712	66104311
BRMS1	-	chr11	66104804	66112596
B4GAT1	-	chr11	66112845	66115100
SLC29A2	-	chr11	66129992	66139685
NPAS4	+	chr11	66188475	66194178
MRPL11	-	chr11	66202546	66234209
PELI3	+	chr11	66233798	66244808
DPP3	+	chr11	66247484	66277128
ENSG00000256349	+	chr11	66276550	66301084
BBS1	+	chr11	66278077	66301084
ZDHHC24	-	chr11	66288108	66313706
ACTN3	+	chr11	66313866	66330805
CTSF	-	chr11	66330935	66336350
CCDC87	-	chr11	66357647	66360534
CCS	+	chr11	66360624	66373490
RBM14	+	chr11	66384097	66397405
RBM14-RBM4	+	chr11	66384097	66413940
RBM4	+	chr11	66406138	66435845
RBM4B	-	chr11	66432469	66445358
SPTBN2	-	chr11	66449968	66512141
C11orf80	+	chr11	66511922	66610987
RCE1	+	chr11	66610306	66614023
PC	-	chr11	66615888	66725857
LRFN4	+	chr11	66624118	66627946
C11orf86	+	chr11	66742748	66744480
SYT12	+	chr11	66774249	66818334
RHOD	+	chr11	66824318	66839488
KDM2A	+	chr11	66886734	67025553
GRK2	+	chr11	67033944	67054027
ANKRD13D	+	chr11	67056771	67069956
SSH3	+	chr11	67070949	67080078
RAD9A	+	chr11	67085342	67165881
POLD4	-	chr11	67118243	67124443
ENSG00000256514	-	chr11	67119043	67141055
CLCF1	-	chr11	67131639	67141648
PPP1CA	-	chr11	67165652	67188654
TBC1D10C	+	chr11	67171386	67177560
CARNS1	+	chr11	67182439	67193078
RPS6KB2	+	chr11	67195931	67202872
PTPRCAP	-	chr11	67202981	67205153
CORO1B	-	chr11	67202981	67211292
GPR152	-	chr11	67218772	67220200
CABP4	+	chr11	67219877	67229223
TMEM134	-	chr11	67229181	67236743
AIP	+	chr11	67235645	67258625
PITPNM1	-	chr11	67259239	67273734
CDK2AP2	-	chr11	67273968	67276120
CABP2	-	chr11	67286383	67291988
GSTP1	+	chr11	67351213	67354127
NDUFV1	+	chr11	67373124	67380025
NUDT8	-	chr11	67395409	67397408
TBX10	-	chr11	67398774	67407234
ACY3	-	chr11	67410026	67418201
ALDH3B2	-	chr11	67429626	67448695
UNC93B1	-	chr11	67758571	67772452
ALDH3B1	+	chr11	67776048	67796749
NDUFS8	+	chr11	67798084	67804111
TCIRG1	+	chr11	67806492	67818362
CHKA	-	chr11	67820326	67888911
KMT5B	-	chr11	67922330	67981319
C11orf24	-	chr11	68028806	68039469
LRP5	+	chr11	68080059	68216743
PPP6R3	+	chr11	68228199	68382802
GAL	+	chr11	68451247	68458643
TESMIN	-	chr11	68474908	68518988
CPT1A	-	chr11	68522088	68611878
MRPL21	-	chr11	68658744	68671303
IGHMBP2	+	chr11	68671331	68708070
MRGPRD	-	chr11	68747490	68748455
MRGPRF	-	chr11	68771863	68780850
TPCN2	+	chr11	68816400	68903784
ENSG00000287725	+	chr11	68840383	68929908
SMIM38	+	chr11	68922946	68929908
MYEOV	+	chr11	69061605	69182494
CCND1	+	chr11	69455924	69469242
LTO1	-	chr11	69467844	69490184
FGF19	-	chr11	69513006	69518790
FGF4	-	chr11	69585790	69590109
FGF3	-	chr11	69624736	69634184
ANO1	+	chr11	69832013	70035636
FADD	+	chr11	70049402	70053496
PPFIA1	+	chr11	70116796	70231418
CTTN	+	chr11	70244510	70282690
SHANK2	-	chr11	70313959	70963623
DHCR7	-	chr11	71139239	71163914
NADSYN1	+	chr11	71164155	71235153
KRTAP5-7	+	chr11	71238313	71239715
KRTAP5-8	+	chr11	71249071	71250255
KRTAP5-9	+	chr11	71259466	71260654
KRTAP5-10	+	chr11	71276609	71277781
KRTAP5-11	-	chr11	71292901	71314399
XNDC1N-ZNF705EP-ALG1L9P	-	chr11	71516043	71639702
DEFB108B	+	chr11	71544246	71548756
XNDC1N	-	chr11	71576550	71639700
DEFB131B	+	chr11	71589499	71595607
RNF121	+	chr11	71640064	71708643
IL18BP	+	chr11	71709659	71718361
NUMA1	-	chr11	71713910	71791739
LRTOMT	+	chr11	71791377	71821828
LRRC51	+	chr11	71791383	71807941
LAMTOR1	-	chr11	71796941	71814343
TOMT	+	chr11	71816970	71820642
ANAPC15	-	chr11	71817424	71823826
FOLR3	+	chr11	71825915	71850936
FOLR1	+	chr11	71900602	71907367
FOLR2	+	chr11	71927645	71932994
INPPL1	+	chr11	71934745	71950191
PHOX2A	-	chr11	71950121	71956708
CLPB	-	chr11	71996539	72145724
PDE2A	-	chr11	72287185	72385635
ARAP1	-	chr11	72396114	72504644
STARD10	-	chr11	72465774	72505092
ATG16L2	+	chr11	72525451	72554719
FCHSD2	-	chr11	72547790	72853363
P2RY2	+	chr11	72929326	72953472
P2RY6	+	chr11	72975543	73016148
ARHGEF17	+	chr11	73019321	73080433
RELT	+	chr11	73087444	73108519
FAM168A	-	chr11	73111532	73309234
PLEKHB1	+	chr11	73357223	73373864
RAB6A	-	chr11	73386683	73472182
MRPL48	+	chr11	73498917	73576178
COA4	-	chr11	73583712	73587946
PAAF1	+	chr11	73587744	73642159
DNAJB13	+	chr11	73662071	73681411
UCP2	-	chr11	73685717	73693888
UCP3	-	chr11	73711322	73720130
C2CD3	-	chr11	73723763	73882255
PPME1	+	chr11	73882312	73965748
P4HA3	-	chr11	73946846	74022685
PGM2L1	-	chr11	74041361	74109478
KCNE3	-	chr11	74165886	74178774
LIPT2	-	chr11	74201564	74204769
POLD3	+	chr11	74204896	74380162
CHRDL2	-	chr11	74407474	74442471
RNF169	+	chr11	74459894	74553458
XRRA1	-	chr11	74518784	74660245
SPCS2	+	chr11	74660306	74690078
NEU3	+	chr11	74699324	74729938
OR2AT4	-	chr11	74792798	74807921
SLCO2B1	+	chr11	74811608	74917594
TPBGL	+	chr11	74951819	74954749
ARRB1	-	chr11	74971166	75062749
RPS3	+	chr11	75110559	75133324
KLHL35	-	chr11	75133438	75144248
GDPD5	-	chr11	75145685	75236986
SERPINH1	+	chr11	75273101	75283828
MAP6	-	chr11	75297963	75380083
MOGAT2	+	chr11	75428883	75444003
DGAT2	+	chr11	75470557	75512580
UVRAG	+	chr11	75526255	75855276
WNT11	-	chr11	75897369	75921780
THAP12	-	chr11	76060942	76092176
GVQW3	+	chr11	76092347	76125663
EMSY	+	chr11	76155967	76264075
LRRC32	-	chr11	76368568	76381791
TSKU	+	chr11	76493295	76509197
ACER3	+	chr11	76571903	76737841
B3GNT6	+	chr11	76745442	76753020
CAPN5	+	chr11	76778008	76837201
OMP	+	chr11	76813886	76814377
MYO7A	+	chr11	76839292	76926286
GDPD4	-	chr11	76927603	77012732
PAK1	-	chr11	77033062	77185680
CLNS1A	-	chr11	77225981	77348839
AQP11	+	chr11	77300436	77321401
RSF1	-	chr11	77371054	77531915
AAMDC	+	chr11	77532155	77629478
INTS4	-	chr11	77585464	77705761
KCTD14	-	chr11	77726761	77757237
NDUFC2-KCTD14	-	chr11	77728017	77790911
THRSP	+	chr11	77774907	77779397
NDUFC2	-	chr11	77779343	77790908
ALG8	-	chr11	77806290	77850706
KCTD21	-	chr11	77882295	77899672
USP35	+	chr11	77899858	77926278
GAB2	-	chr11	77926339	78129394
NARS2	-	chr11	78146666	78286239
TENM4	-	chr11	78363874	79152074
FAM181B	-	chr11	82440982	82444906
PRCP	-	chr11	82533978	82681626
DDIAS	+	chr11	82611017	82669319
RAB30	-	chr11	82684175	82782965
PCF11	+	chr11	82868030	82898493
ANKRD42	+	chr11	82904754	82971736
CCDC90B	-	chr11	82970123	82997433
DLG2	-	chr11	83166055	85339379
TMEM126B	+	chr11	85339617	85347583
TMEM126A	+	chr11	85359011	85367591
CREBZF	-	chr11	85368786	85393951
CCDC89	-	chr11	85394891	85397238
SYTL2	-	chr11	85405267	85522202
CCDC83	+	chr11	85566144	85631064
PICALM	-	chr11	85668218	85780924
EED	+	chr11	85912254	85989855
HIKESHI	+	chr11	86013253	86056985
CCDC81	+	chr11	86085778	86134151
ME3	-	chr11	86152150	86383678
PRSS23	+	chr11	86502101	86663952
FZD4	-	chr11	86656721	86666437
TMEM135	+	chr11	86748886	87039866
RAB38	-	chr11	87846419	87908611
CTSC	-	chr11	87998237	88092852
GRM5	-	chr11	88237744	88799150
TYR	+	chr11	88911043	89028927
NOX4	-	chr11	89057521	89231355
TRIM77	+	chr11	89443467	89451040
TRIM49	-	chr11	89530823	89541743
TRIM64B	-	chr11	89603606	89611655
TRIM49D1	-	chr11	89644279	89654935
TRIM49D2	+	chr11	89657232	89666231
TRIM64	+	chr11	89699205	89707240
TRIM49C	+	chr11	89764274	89775193
UBTFL1	+	chr11	89819118	89820299
NAALAD2	+	chr11	89864683	89926062
CHORDC1	-	chr11	89933597	89956245
FAT3	+	chr11	91957984	92629639
MTNR1B	+	chr11	92702817	92718232
SLC36A4	-	chr11	92877340	92931157
DEUP1	+	chr11	93063137	93171653
SMCO4	-	chr11	93211638	93276674
CEP295	+	chr11	93394848	93463524
TAF1D	-	chr11	93463114	93517557
C11orf54	+	chr11	93474757	93497915
ENSG00000284057	+	chr11	93474830	93545544
MED17	+	chr11	93517393	93548129
VSTM5	-	chr11	93551398	93583784
HEPHL1	+	chr11	93754520	93847374
PANX1	+	chr11	93862007	93915134
IZUMO1R	+	chr11	94037746	94041312
GPR83	-	chr11	94110482	94134585
MRE11	-	chr11	94148736	94227051
ANKRD49	+	chr11	94227145	94232744
C11orf97	+	chr11	94245627	94265289
PIWIL4	+	chr11	94277006	94354587
FUT4	+	chr11	94277087	94283061
AMOTL1	+	chr11	94439597	94609913
CWC15	-	chr11	94695785	94706750
KDM4D	+	chr11	94706873	94732683
KDM4E	+	chr11	94758422	94760760
KDM4F	+	chr11	94782586	94784502
SRSF8	+	chr11	94800083	94804388
ENDOD1	+	chr11	94823010	94865809
SESN3	-	chr11	94898677	94965705
FAM76B	-	chr11	95502117	95523573
CEP57	+	chr11	95523129	95565857
MTMR2	-	chr11	95554930	95658479
MAML2	-	chr11	95709762	96076359
CCDC82	-	chr11	96082405	96123120
JRKL	+	chr11	96123153	96240738
CNTN5	+	chr11	98891679	100229616
ARHGAP42	+	chr11	100558019	100864672
PGR	-	chr11	100900355	101000544
TRPC6	-	chr11	101322295	101743293
ANGPTL5	-	chr11	101761405	101787253
CEP126	+	chr11	101785741	101871793
CFAP300	+	chr11	101918168	101955285
YAP1	+	chr11	101981178	102104155
BIRC3	+	chr11	102188181	102210134
BIRC2	+	chr11	102217942	102249401
TMEM123	-	chr11	102267063	102341115
MMP7	-	chr11	102391239	102401481
MMP20	-	chr11	102447563	102496063
MMP27	-	chr11	102562218	102576500
MMP8	-	chr11	102582527	102597781
MMP10	-	chr11	102641233	102651359
MMP1	-	chr11	102660132	102668891
MMP3	-	chr11	102706532	102714340
MMP12	-	chr11	102733467	102745712
MMP13	-	chr11	102813724	102826461
DCUN1D5	-	chr11	102921415	102962923
DYNC2H1	+	chr11	102980139	103350591
PDGFD	-	chr11	103777917	104035107
DDI1	+	chr11	103907368	103909924
CASP12	-	chr11	104756445	104769397
CASP4	-	chr11	104813593	104840093
CASP5	-	chr11	104864962	104893895
CASP1	-	chr11	104896124	104905977
CARD16	-	chr11	104912053	104972158
CARD18	-	chr11	105008441	105402424
GRIA4	+	chr11	105480262	105852817
MSANTD4	-	chr11	105866350	105893130
KBTBD3	-	chr11	105921825	105948186
AASDHPPT	+	chr11	105946228	105969426
GUCY1A2	-	chr11	106544745	106889202
CWF19L2	-	chr11	107197086	107328551
ALKBH8	-	chr11	107373453	107436468
ELMOD1	+	chr11	107461817	107537505
SLN	-	chr11	107578104	107590419
SLC35F2	-	chr11	107661717	107799019
RAB39A	+	chr11	107799174	107834208
CUL5	+	chr11	107879624	107978488
ACAT1	+	chr11	107987422	108018330
NPAT	-	chr11	108027942	108093365
ATM	+	chr11	108093771	108239829
AP001925.1	-	chr11	108130255	108136480
C11orf65	-	chr11	108179246	108338258
POGLUT3	-	chr11	108342839	108369132
EXPH5	-	chr11	108376162	108464495
DDX10	+	chr11	108535785	108811726
C11orf87	+	chr11	109292916	109299893
RDX	-	chr11	109735021	110167437
ZC3H12C	+	chr11	109964118	110042566
FDX1	+	chr11	110300672	110335608
ARHGAP20	-	chr11	110447766	110583912
POU2AF2	+	chr11	111116450	111157126
POU2AF3	+	chr11	111169271	111179460
POU2AF1	-	chr11	111222980	111326355
BTG4	-	chr11	111338251	111385092
HOATZ	+	chr11	111385503	111407768
LAYN	+	chr11	111411005	111432470
SIK2	+	chr11	111473173	111601579
PPP2R1B	-	chr11	111597632	111637113
ALG9	-	chr11	111652919	111742305
ENSG00000258529	-	chr11	111657010	111750149
FDXACB1	-	chr11	111744780	111751967
C11orf1	+	chr11	111749659	111756699
CRYAB	-	chr11	111779288	111794446
HSPB2	+	chr11	111783458	111784817
HSPB2-C11orf52	+	chr11	111783460	111797595
C11orf52	+	chr11	111788756	111797595
DIXDC1	+	chr11	111797868	111893377
DLAT	+	chr11	111896132	111935128
PIH1D2	-	chr11	111933942	111944998
NKAPD1	+	chr11	111944810	111955874
TIMM8B	-	chr11	111955524	111957522
SDHD	+	chr11	111957548	111990739
ENSG00000255292	+	chr11	111957627	112064528
IL18	-	chr11	112013976	112034819
TEX12	+	chr11	112038095	112043279
BCO2	+	chr11	112046233	112095422
PTS	+	chr11	112097090	112140678
PLET1	-	chr11	112118876	112131583
NCAM1	+	chr11	112831969	113149158
TTC12	+	chr11	113185301	113254266
ANKK1	+	chr11	113258501	113271138
DRD2	-	chr11	113280327	113346413
TMPRSS5	-	chr11	113558269	113577095
ZW10	-	chr11	113603909	113644457
CLDN25	+	chr11	113650518	113651207
USP28	-	chr11	113668596	113746294
HTR3B	+	chr11	113775518	113819801
HTR3A	+	chr11	113845797	113861035
ZBTB16	+	chr11	113929763	114127487
NNMT	+	chr11	114128509	114184258
C11orf71	-	chr11	114262165	114271233
RBM7	+	chr11	114270752	114284925
ENSG00000255663	+	chr11	114271404	114314654
REXO2	+	chr11	114310157	114321001
NXPE1	-	chr11	114389656	114430603
NXPE4	-	chr11	114441313	114466508
NXPE2	+	chr11	114549249	114577791
CADM1	-	chr11	115039938	115375675
BUD13	-	chr11	116618886	116643703
ZPR1	-	chr11	116644515	116658755
APOA5	-	chr11	116660083	116663136
APOA4	-	chr11	116691416	116694020
APOC3	+	chr11	116700422	116703788
APOA1	-	chr11	116706467	116708338
SIK3	-	chr11	116714118	116969153
PAFAH1B2	+	chr11	117015000	117047610
SIDT2	+	chr11	117049452	117068161
TAGLN	+	chr11	117070086	117078180
PCSK7	-	chr11	117075053	117103241
RNF214	+	chr11	117103341	117157170
BACE1	-	chr11	117155948	117186975
CEP164	+	chr11	117185273	117283982
DSCAML1	-	chr11	117298488	117688240
FXYD2	-	chr11	117671559	117699413
FXYD6-FXYD2	-	chr11	117690878	117747382
FXYD6	-	chr11	117707691	117748201
TMPRSS13	-	chr11	117771356	117800174
IL10RA	+	chr11	117857085	117873752
SMIM35	-	chr11	117874349	117959014
TMPRSS4	+	chr11	117947727	117992605
SCN4B	-	chr11	118004092	118023603
SCN2B	-	chr11	118033521	118047354
JAML	-	chr11	118064440	118095809
MPZL3	-	chr11	118097405	118123080
MPZL2	-	chr11	118124131	118135251
CD3E	+	chr11	118175445	118186890
CD3D	-	chr11	118209790	118213420
CD3G	+	chr11	118215059	118225876
UBE4A	+	chr11	118230315	118269926
ATP5MG	+	chr11	118272061	118303993
ENSG00000285827	+	chr11	118272317	118353452
KMT2A	+	chr11	118307171	118397547
TTC36	+	chr11	118398187	118401912
TMEM25	+	chr11	118401756	118417995
IFT46	-	chr11	118415243	118443685
ARCN1	+	chr11	118443105	118473748
PHLDB1	+	chr11	118477155	118528741
TREH	-	chr11	118528026	118550399
DDX6	-	chr11	118618472	118661873
CXCR5	+	chr11	118754601	118768496
BCL9L	-	chr11	118764584	118796635
UPK2	+	chr11	118795873	118829269
FOXR1	+	chr11	118842422	118851997
CENATAC	+	chr11	118868848	118886503
RPS25	-	chr11	118886422	118889401
TRAPPC4	+	chr11	118889473	118896164
SLC37A4	-	chr11	118894461	118901616
HYOU1	-	chr11	118914899	118927938
VPS11	+	chr11	118938529	118952682
HMBS	+	chr11	118955576	118964544
H2AX	-	chr11	118964584	118966175
DPAGT1	-	chr11	118966735	118979041
C2CD2L	+	chr11	118972908	118989254
HINFP	+	chr11	118992290	119006769
ABCG4	+	chr11	119019762	119033362
NLRX1	+	chr11	119037277	119054725
PDZD3	+	chr11	119056166	119060932
CCDC153	-	chr11	119060959	119067479
CBL	+	chr11	119077008	119184636
MCAM	-	chr11	119179239	119192231
RNF26	+	chr11	119205237	119208019
C1QTNF5	-	chr11	119209652	119211650
MFRP	-	chr11	119209652	119217415
USP2	-	chr11	119225925	119252421
THY1	-	chr11	119286186	119295695
NECTIN1	-	chr11	119494120	119599910
TRIM29	-	chr11	119981994	120056237
OAF	+	chr11	120081740	120101043
POU2F3	+	chr11	120107349	120190654
TLCD5	+	chr11	120196005	120204395
ARHGEF12	+	chr11	120207122	120360646
GRIK4	+	chr11	120382455	120859615
TBCEL	+	chr11	120894781	120961485
TBCEL-TECTA	+	chr11	120894834	120983817
TECTA	+	chr11	120971952	121062199
SC5D	+	chr11	121163390	121184119
SORL1	+	chr11	121323023	121504472
BLID	-	chr11	121986048	121986923
UBASH3B	+	chr11	122526430	122685181
CRTAM	+	chr11	122709208	122743351
JHY	+	chr11	122753391	122834570
BSX	-	chr11	122848278	122852542
HSPA8	-	chr11	122928197	122933938
CLMP	-	chr11	122940580	123065956
GRAMD1B	+	chr11	123229136	123498482
SCN3B	-	chr11	123499895	123525952
ZNF202	-	chr11	123594622	123612383
OR6X1	-	chr11	123624288	123625226
OR6M1	-	chr11	123676116	123677057
TMEM225	-	chr11	123753627	123756377
OR8D4	+	chr11	123772874	123779936
OR4D5	+	chr11	123810324	123811280
OR6T1	-	chr11	123813574	123814545
OR10S1	-	chr11	123847368	123848488
OR10G6	-	chr11	123864870	123865868
OR10G4	+	chr11	123883704	123889439
OR10G9	+	chr11	123893720	123894655
OR10G8	+	chr11	123897505	123901341
OR10G7	-	chr11	123906720	123912032
VWA5A	+	chr11	123986111	124018428
OR10D3	+	chr11	124054052	124059487
OR8G3P	+	chr11	124082414	124086535
OR8G2P	+	chr11	124095437	124096371
OR8G1	+	chr11	124111835	124124260
OR8G5	+	chr11	124126272	124136120
OR8D1	-	chr11	124172727	124184995
OR8D2	-	chr11	124189158	124190093
OR8B2	-	chr11	124252290	124254395
OR8B3	-	chr11	124265430	124268920
OR8B4	-	chr11	124293838	124294767
OR8B8	-	chr11	124307341	124315592
OR8B12	-	chr11	124409531	124415229
OR8A1	+	chr11	124436556	124452838
PANX3	+	chr11	124481324	124490252
TBRG1	+	chr11	124492732	124505822
SIAE	-	chr11	124503009	124565603
SPA17	+	chr11	124543740	124567414
NRGN	+	chr11	124609838	124617106
VSIG2	-	chr11	124617370	124622151
ESAM	-	chr11	124622479	124632186
MSANTD2	-	chr11	124636394	124670602
ROBO3	+	chr11	124735328	124751367
ROBO4	-	chr11	124753587	124768396
HEPACAM	-	chr11	124789101	124806308
HEPN1	+	chr11	124789146	124790573
CCDC15	+	chr11	124824017	124911385
SLC37A2	+	chr11	124933198	124960412
TMEM218	-	chr11	124964285	124981659
PKNOX2	+	chr11	125034583	125303285
FEZ1	-	chr11	125312777	125462463
EI24	+	chr11	125439176	125454579
STT3A	+	chr11	125461607	125495110
CHEK1	+	chr11	125495058	125546150
ACRV1	-	chr11	125541417	125550769
PATE1	+	chr11	125616174	125619762
PATE2	-	chr11	125646008	125648723
PATE3	+	chr11	125658022	125661495
PATE4	+	chr11	125703211	125709967
HYLS1	+	chr11	125753509	125770541
PUS3	-	chr11	125763380	125773116
DDX25	+	chr11	125773243	125813597
VSIG10L2	+	chr11	125815939	125828542
CDON	-	chr11	125825691	125933230
RPUSD4	-	chr11	126071991	126081587
FAM118B	+	chr11	126081619	126132879
SRPRA	-	chr11	126132833	126139039
FOXRED1	+	chr11	126138919	126148026
TIRAP	+	chr11	126152392	126168740
DCPS	+	chr11	126173955	126219900
ST3GAL4	+	chr11	126225535	126310239
KIRREL3	-	chr11	126293253	126873355
ETS1	-	chr11	128328656	128457453
FLI1	+	chr11	128556430	128683162
KCNJ1	-	chr11	128706210	128737268
KCNJ5	+	chr11	128761251	128791058
TP53AIP1	-	chr11	128804626	128813294
ARHGAP32	-	chr11	128834955	129149219
BARX2	+	chr11	129245743	129322174
TMEM45B	+	chr11	129685743	129729898
NFRKB	-	chr11	129733531	129765485
PRDM10	-	chr11	129769601	129872730
APLP2	+	chr11	129938042	130014706
ST14	+	chr11	130029677	130080257
ZBTB44	-	chr11	130096572	130184812
ADAMTS8	-	chr11	130274818	130298504
ADAMTS15	+	chr11	130318540	130346540
SNX19	-	chr11	130736145	130786374
NTM	+	chr11	131240373	132206716
OPCML	-	chr11	132284871	133402396
SPATA19	-	chr11	133710526	133715433
IGSF9B	-	chr11	133766333	133826863
JAM3	+	chr11	133938966	134021896
NCAPD3	-	chr11	134020008	134095398
VPS26B	+	chr11	134094565	134117682
THYN1	-	chr11	134118173	134123264
ACAD8	+	chr11	134123442	134135749
GLB1L3	+	chr11	134144139	134189458
GLB1L2	+	chr11	134201768	134248235
B3GAT1	-	chr11	134248398	134282136
AC026369.1	+	chr12	147052	147377
IQSEC3	+	chr12	175933	287621
SLC6A12	-	chr12	299243	323736
SLC6A13	-	chr12	329787	372039
KDM5A	-	chr12	389223	498486
CCDC77	+	chr12	498439	551808
B4GALNT3	+	chr12	569105	672675
NINJ2	-	chr12	673462	772755
WNK1	+	chr12	861745	1020618
RAD52	-	chr12	1020902	1099219
ERC1	+	chr12	1099675	1605099
WNT5B	+	chr12	1639057	1756378
FBXL14	-	chr12	1675159	1703747
ADIPOR2	+	chr12	1797740	1897840
CACNA2D4	-	chr12	1901129	2027832
LRTM2	+	chr12	1929433	1945919
DCP1B	-	chr12	2055219	2113701
CACNA1C	+	chr12	2079938	2807116
FKBP4	+	chr12	2904136	2914589
ITFG2	+	chr12	2921788	2968957
NRIP2	-	chr12	2934514	2944710
TEX52	-	chr12	2958212	2966205
FOXM1	-	chr12	2966846	2986340
RHNO1	+	chr12	2985424	2998690
TULP3	+	chr12	2986389	3050304
TEAD4	+	chr12	3068496	3149842
TSPAN9	+	chr12	3186521	3395730
PRMT8	+	chr12	3490515	3703139
CRACR2A	-	chr12	3715799	3873985
PARP11	-	chr12	3900213	3982614
CCND2	+	chr12	4378937	4414519
ENSG00000285901	+	chr12	4382928	4514656
TIGAR	+	chr12	4416929	4469194
FGF23	-	chr12	4477393	4488878
FGF6	-	chr12	4537321	4554981
C12orf4	-	chr12	4596901	4647674
RAD51AP1	+	chr12	4647964	4669213
DYRK4	+	chr12	4671374	4724468
ENSG00000272921	+	chr12	4714110	4771809
AKAP3	-	chr12	4724674	4758217
NDUFA9	+	chr12	4758261	4803483
ENSG00000255639	+	chr12	4758267	4883350
GALNT8	+	chr12	4829566	4961093
KCNA6	+	chr12	4918500	4922484
KCNA1	+	chr12	5019071	5027422
KCNA5	+	chr12	5153045	5155954
NTF3	+	chr12	5541274	5630702
ANO2	-	chr12	5641035	6055398
VWF	-	chr12	6058043	6233936
CD9	+	chr12	6308881	6347437
PLEKHG6	+	chr12	6419602	6437672
TNFRSF1A	-	chr12	6437923	6451280
SCNN1A	-	chr12	6456009	6486896
LTBR	+	chr12	6484211	6500737
CD27	+	chr12	6554121	6560884
TAPBPL	+	chr12	6560856	6575683
VAMP1	-	chr12	6571403	6579843
MRPL51	-	chr12	6601052	6603007
NCAPD2	+	chr12	6602522	6641121
GAPDH	+	chr12	6643678	6647540
IFFO1	-	chr12	6648127	6665239
NOP2	-	chr12	6666029	6677857
ENSG00000285238	-	chr12	6666052	6716533
CHD4	-	chr12	6679248	6723690
LPAR5	-	chr12	6728001	6745126
ACRBP	-	chr12	6747241	6756599
ING4	-	chr12	6759467	6772308
ZNF384	-	chr12	6775643	6798738
