chrom	start	end	strand	gene
chr12	48045325	48101472	-	SENP1
chr12	48107374	48145705	+	PFKM
chr12	48149369	48153496	-	ASB8
chr12	48184123	48184704	+	CCDC184
chr12	48202342	48203292	-	OR10AD1
chr12	48329292	48330056	+	H1-7
chr12	48342976	48350062	-	ZNF641
chr12	48472665	48473057	+	ANP32D
chr12	48483297	48494936	+	C12orf54
chr12	48525632	48526567	+	OR8S1
chr12	48559882	48562953	+	OR5BS1P
chr12	48567960	48570020	-	LALBA
chr12	48654047	48682181	-	KANSL2
chr12	48693036	48716675	-	CCNT1
chr12	48727481	48765652	+	TEX49
chr12	48768594	48783434	-	ADCY6
chr12	48814548	48828769	+	CACNB3
chr12	48830149	48845782	-	DDX23
chr12	48857999	48865767	-	RND1
chr12	48903663	48941095	-	RP11-302B13.5
chr12	48904337	48931474	+	CCDC65
chr12	48921987	48925428	-	FKBP11
chr12	48938950	48941095	-	ARF3
chr12	48966098	48970529	-	WNT10B
chr12	48978651	48981637	+	WNT1
chr12	48996743	48999287	-	DDN
chr12	49002817	49018740	-	PRKAG1
chr12	49021783	49055324	-	KMT2D
chr12	49021783	49024075	-	RP11-386G11.12
chr12	49065106	49069785	-	RHEBL1
chr12	49089862	49094512	-	DHH
chr12	49097675	49110555	-	LMBR1L
chr12	49127961	49131300	-	TUBA1B
chr12	49185013	49188979	-	TUBA1A
chr12	49227954	49273330	+	TUBA1C
chr12	49295201	49298350	+	PRPH
chr12	49323609	49331614	+	TROAP
chr12	49333057	49336477	-	C1QL4
chr12	49348873	49351499	+	DNAJC22
chr12	49461013	49526252	+	SPATS2
chr12	49539417	49557950	+	KCNH3
chr12	49556661	49566731	-	MCRS1
chr12	49584517	49605477	-	FAM186B
chr12	49623591	49644189	+	PRPF40B
chr12	49645818	49707180	-	FMNL3
chr12	49742137	49762893	+	TMBIM6
chr12	49791842	49804044	-	NCKAP5L
chr12	49838374	49843087	-	BCDIN3D
chr12	49870507	49903792	-	FAIM2
chr12	49950831	49955823	+	AQP2
chr12	49962018	49965174	+	AQP5
chr12	49973174	49975668	+	AQP6
chr12	49976953	50018551	-	RACGAP1
chr12	50058767	50081646	+	ASIC1
chr12	50085370	50098997	+	SMARCD1
chr12	50104051	50109516	+	GPD1
chr12	50120044	50120214	+	COX14
chr12	50130548	50167297	-	CERS5
chr12	50177067	50248751	-	LIMA1
chr12	50327248	50396484	-	FAM186A
chr12	50401011	50475861	+	LARP4
chr12	50505141	50744836	+	DIP2B
chr12	50780146	50819776	+	ATF1
chr12	50842965	50887510	+	TMPRSS12
chr12	50925039	50930147	+	METTL7A
chr12	50953999	50970503	+	HIGD1C
chr12	50981729	51028225	-	SLC11A2
chr12	51048276	51059432	+	LETMD1
chr12	51063749	51076561	-	CSRNP2
chr12	51095244	51172422	-	TFCP2
chr12	51190250	51206836	-	POU6F1
chr12	51238908	51270741	+	DAZAP2
chr12	51245944	51269278	-	SMAGP
chr12	51281435	51324515	-	BIN2
chr12	51328580	51346638	-	CELA1
chr12	51354382	51379781	-	GALNT6
chr12	51424988	51507435	+	SLC4A8
chr12	51662818	51807426	+	SCN8A
chr12	51813943	51814893	-	TMDD1
chr12	51820455	51822413	-	FIGNL2
chr12	51888187	51891337	+	ANKRD33
chr12	51912433	51920890	+	ACVRL1
chr12	51951744	51994107	+	ACVR1B
chr12	52007020	52015196	+	TAMALIN
chr12	52038710	52058941	+	NR4A1
chr12	52073651	52077187	+	ATG101
chr12	52079780	52080058	+	SMIM41
chr12	52171401	52191902	-	KRT80
chr12	52233297	52248757	+	KRT7
chr12	52286258	52291465	-	KRT81
chr12	52301917	52308582	+	KRT86
chr12	52314634	52321335	-	KRT83
chr12	52360856	52367405	-	KRT85
chr12	52378037	52385585	-	KRT84
chr12	52394978	52406277	-	KRT82
chr12	52424520	52434304	-	KRT75
chr12	52447193	52452078	-	KRT6B
chr12	52469065	52473737	-	KRT6C
chr12	52487723	52493188	-	KRT6A
chr12	52514945	52520296	-	KRT5
chr12	52544535	52553077	-	KRT71
chr12	52566972	52573777	-	KRT74
chr12	52585985	52601452	-	KRT72
chr12	52608199	52618524	-	KRT73
chr12	52645022	52652142	-	KRT2
chr12	52675196	52680348	-	KRT1
chr12	52691168	52703434	-	KRT77
chr12	52768716	52777291	-	KRT76
chr12	52790045	52796042	-	KRT3
chr12	52807072	52814058	-	KRT4
chr12	52821875	52834260	-	KRT79
chr12	52839116	52848930	-	KRT78
chr12	52897431	52949726	-	KRT8
chr12	52949174	52952839	+	KRT18
chr12	53006484	53040220	+	EIF4B
chr12	53049144	53063879	+	TNS2
chr12	53065835	53079333	-	SPRYD3
chr12	53097718	53102164	+	IGFBP6
chr12	53103578	53124120	+	SOAT2
chr12	53158514	53180596	-	CSAD
chr12	53181984	53187587	+	ZNF740
chr12	53191559	53200443	-	ITGB7
chr12	53211679	53227545	-	RARG
chr12	53241923	53242438	+	RP11-624J6.2
chr12	53251733	53254185	+	MFSD5
chr12	53268767	53293471	+	ESPL1
chr12	53295568	53299342	+	PFDN5
chr12	53299738	53307146	+	MYG1
chr12	53307490	53321465	-	AAAS
chr12	53328149	53335646	-	SP7
chr12	53380292	53411237	+	SP1
chr12	53423935	53431470	+	AMHR2
chr12	53441796	53446056	+	PRR13
chr12	53454801	53479439	+	PCBP2
chr12	53481185	53487391	-	MAP3K12
chr12	53501409	53506145	+	TARBP2
chr12	53506779	53507474	-	NPFF
chr12	53506861	53601000	-	ATF7-NPFF
chr12	53517140	53601000	-	ATF7
chr12	53665317	53676192	-	ATP5MC2
chr12	53711947	53725242	-	CALCOCO1
chr12	53938907	53945253	+	HOXC13
chr12	53954930	53956563	+	HOXC12
chr12	53973242	53975628	+	HOXC11
chr12	53985260	53989443	+	HOXC10
chr12	53985845	54034489	+	RP11-834C11.12
chr12	54000189	54002671	+	HOXC9
chr12	54009285	54011378	+	HOXC8
chr12	54028522	54029959	+	HOXC6
chr12	54033123	54034489	+	HOXC5
chr12	54053923	54055202	+	HOXC4
chr12	54172080	54183940	-	SMUG1
chr12	54241758	54257650	-	CBX5
chr12	54280808	54287048	+	HNRNPA1
chr12	54292377	54295248	-	NFE2
chr12	54325164	54350520	+	COPZ1
chr12	54362664	54363851	-	GPR84
chr12	54370259	54391244	-	ZNF385A
chr12	54396296	54419198	-	ITGA5
chr12	54459112	54471248	-	GTSF1
chr12	54497790	54542682	+	NCKAP1L
chr12	54549873	54577325	+	PDE1B
chr12	54577391	54588488	-	PPP1R1A
chr12	54630895	54634841	-	LACRT
chr12	54644716	54648303	-	DCD
chr12	54839405	54858239	+	MUCL1
chr12	54950211	54974562	-	TESPA1
chr12	55026440	55027432	+	NEUROD4
chr12	55129835	55130773	+	OR9K2
chr12	55221025	55221972	+	OR10A7
chr12	55247288	55248223	+	OR6C74
chr12	55294291	55295232	-	OR6C6
chr12	55320600	55321535	+	OR6C1
chr12	55331701	55332633	+	OR6C3
chr12	55365111	55366046	+	OR6C75
chr12	55400529	55401464	+	OR6C65
chr12	55426254	55427189	+	OR6C76
chr12	55452214	55453149	+	OR6C2
chr12	55469203	55470138	-	OR6C70
chr12	55492378	55493313	+	OR6C68
chr12	55551227	55552153	+	OR6C4
chr12	55574415	55575341	+	OR2AP1
chr12	55636892	55637830	+	OR10P1
chr12	55681755	55684145	+	METTL7B
chr12	55685061	55712269	-	ITGA7
chr12	55716052	55719606	+	BLOC1S1
chr12	55716052	55721703	+	RP11-644F5.10
chr12	55721185	55724542	+	RDH5
chr12	55725564	55728341	-	CD63
chr12	55743317	55749879	+	GDF11
chr12	55757515	55817701	-	SARNP
chr12	55757515	55827546	-	RP11-762I7.5
chr12	55819000	55820392	+	ORMDL2
chr12	55821980	55828658	-	DNAJC14
chr12	55837039	55842830	-	MMP19
chr12	55901875	55927761	-	PYM1
chr12	55936504	55953765	+	DGKA
chr12	55954217	55971037	-	PMEL
chr12	55967009	55971622	+	CDK2
chr12	55985711	55992209	+	RAB5B
chr12	56002222	56005024	+	SUOX
chr12	56021405	56035328	+	IKZF4
chr12	56042167	56044151	+	RPS26
chr12	56080301	56102052	+	ERBB3
chr12	56101331	56109289	+	RP11-603J24.9
chr12	56104738	56113875	+	PA2G4
chr12	56116788	56117521	+	RPL41
chr12	56120563	56121864	+	ZC3H10
chr12	56128320	56143859	+	ESYT1
chr12	56153919	56157723	+	MYL6B
chr12	56158402	56162319	+	MYL6
chr12	56163692	56189461	-	SMARCC2
chr12	56206450	56214047	-	RNF41
chr12	56224857	56229210	+	NABP2
chr12	56231275	56237728	+	SLC39A5
chr12	56243145	56258269	-	ANKRD52
chr12	56267119	56270314	+	COQ10A
chr12	56271885	56300201	-	CS
chr12	56285916	56315217	-	RP11-977G19.10
chr12	56310555	56315217	-	CNPY2
chr12	56317612	56333094	-	PAN2
chr12	56339045	56340101	+	IL23A
chr12	56343392	56356571	-	STAT2
chr12	56361228	56362745	-	APOF
chr12	56417719	56434170	-	TIMELESS
chr12	56451283	56454613	-	MIP
chr12	56453743	56488118	-	RP11-121C6.6
chr12	56468592	56469574	+	SPRYD4
chr12	56471490	56488118	-	GLS2
chr12	56522024	56589009	+	RBMS2
chr12	56598621	56636185	-	BAZ2A
chr12	56638326	56645963	-	ATP5F1B
chr12	56664482	56687999	-	PTGES3
chr12	56712541	56724521	-	NACA
chr12	56714612	56741535	-	RP11-112B10.2
chr12	56731718	56752298	-	PRIM1
chr12	56773853	56787339	+	HSD17B6
chr12	56923836	56934261	-	SDR9C7
chr12	56952032	56957462	-	RDH16
chr12	56995210	56997548	+	GPR182
chr12	57002782	57004917	-	ZBTB39
chr12	57012382	57015797	-	TAC3
chr12	57028758	57048323	-	MYO1A
chr12	57059882	57078745	-	NEMP1
chr12	57089272	57094718	+	NAB2
chr12	57096575	57108278	-	STAT6
chr12	57128965	57212552	+	LRP1
chr12	57216970	57225744	+	NXPH4
chr12	57229779	57234358	+	SHMT2
chr12	57235566	57237085	-	NDUFA4L2
chr12	57243815	57249636	-	STAC3
chr12	57254776	57310428	-	R3HDM2
chr12	57284048	57296484	-	RP11-123K3.4
chr12	57434887	57450019	+	INHBC
chr12	57454937	57456845	+	INHBE
chr12	57463692	57472059	+	GLI1
chr12	57472520	57479406	-	ARHGAP9
chr12	57488091	57516578	+	MARS1
chr12	57516812	57517475	-	DDIT3
chr12	57517715	57520480	-	RP11-181L23.10
chr12	57524304	57529231	+	MBD6
chr12	57530692	57547063	-	DCTN2
chr12	57550272	57584221	+	KIF5A
chr12	57591290	57601603	+	PIP4K2C
chr12	57606490	57609149	+	DTX3
chr12	57610217	57616891	+	ARHGEF25
chr12	57615280	57616891	+	RP11-571M6.19
chr12	57626747	57632132	-	B4GALNT1
chr12	57694162	57720906	+	OS9
chr12	57726555	57742071	-	AGAP2
chr12	57745155	57747287	+	TSPAN31
chr12	57748528	57751717	-	CDK4
chr12	57755529	57758894	+	MARCHF9
chr12	57763145	57768986	-	CYP27B1
chr12	57768999	57772083	-	METTL1
chr12	57771575	57780643	+	EEF1AKMT3
chr12	57772725	57787047	+	RP11-571M6.15
chr12	57782802	57807892	+	TSFM
chr12	57797885	57816040	-	AVIL
chr12	57823605	57846435	-	CTDSP2
chr12	57941702	57956887	+	ATP23
chr12	58872575	58920235	-	LRIG3
chr12	59704802	59779676	+	SLC16A7
chr12	61710377	62258764	-	TAFA2
chr12	62260415	62417199	+	USP15
chr12	62467208	62592746	+	MON2
chr12	62648492	62934736	-	PPM1H
chr12	63145367	63150836	-	AVPR1A
chr12	63560515	63668393	-	DPY19L2
chr12	63779961	63809089	+	RXYLT1
chr12	63844817	64142669	+	SRGAP1
chr12	64187582	64222237	-	C12orf66
chr12	64267186	64390565	-	C12orf56
chr12	64410036	64448128	+	XPOT
chr12	64455871	64501378	+	TBK1
chr12	64507161	64694909	+	RASSF3
chr12	64716744	64759276	-	GNS
chr12	64780809	64875785	+	TBC1D30
chr12	64830437	64875785	+	RP11-766N7.5
chr12	65051352	65121191	-	WIF1
chr12	65169597	65246322	+	LEMD3
chr12	65278744	65488087	+	MSRB3
chr12	65825271	65963289	+	HMGA2
chr12	66123843	66129106	-	LLPH
chr12	66137963	66169951	-	TMBIM4
chr12	66138090	66169951	-	RP11-745O10.4
chr12	66189300	66248168	+	IRAK3
chr12	66302604	66338099	+	HELB
chr12	66349022	67069107	-	GRIP1
chr12	67269718	67312827	+	CAND1
chr12	67649134	67658710	+	DYRK2
chr12	68155356	68159615	-	IFNG
chr12	68201848	68225756	-	IL26
chr12	68248802	68253448	-	IL22
chr12	68280726	68332245	-	MDM1
chr12	68648725	68659283	+	RAP1B
chr12	68687066	68742459	+	NUP107
chr12	68746378	68782361	+	SLC35E3
chr12	68808478	68839846	+	MDM2
chr12	68842270	68932837	-	CPM
chr12	69239647	69269512	+	CPSF6
chr12	69348409	69353262	+	LYZ
chr12	69359973	69390313	+	YEATS4
chr12	69569031	69574952	+	FRS2
chr12	69585522	69601449	+	CCT2
chr12	69610008	69610838	-	LRRC10
chr12	69643694	69697798	-	BEST3
chr12	69739847	69815443	+	RAB3IP
chr12	69801669	69825327	+	AC025263.3
chr12	69825518	69958528	+	MYRFL
chr12	70278227	70353913	+	CNOT2
chr12	70366735	70430650	+	KCNMB4
chr12	70521492	70637395	-	PTPRB
chr12	70639187	70920390	-	PTPRR
chr12	71125337	71157678	-	TSPAN8
chr12	71440081	71584731	+	LGR5
chr12	71610431	71663610	-	ZFC3H1
chr12	71664510	71677105	+	THAP2
chr12	71674204	71689647	+	RP11-293I14.2
chr12	71686681	71704048	+	TMEM19
chr12	71755130	71785670	+	RAB21
chr12	71839782	71923201	+	TBC1D15
chr12	71938987	72031692	+	TPH2
chr12	72272644	72663192	+	TRHDE
chr12	74538113	74538403	+	ATXN7L3B
chr12	75041100	75207983	-	KCNC2
chr12	75276246	75390870	-	CAPS2
chr12	75334729	75370173	+	GLIPR1L1
chr12	75391117	75431158	+	GLIPR1L2
chr12	75480881	75498975	+	GLIPR1
chr12	75499812	75511597	-	KRR1
chr12	76030539	76031741	-	PHLDA1
chr12	76048432	76074219	-	NAP1L1
chr12	76345816	76348358	-	BBS10
chr12	76355892	76487551	-	OSBPL8
chr12	76764237	76850982	+	ZDHHC17
chr12	76858955	76866260	-	CSRP2
chr12	77024018	77064635	-	E2F7
chr12	77572195	78210514	+	NAV3
chr12	79217520	79449121	+	SYT1
chr12	79585145	79690244	-	PAWR
chr12	79775932	79934931	-	PPP1R12A
chr12	80209432	80378045	+	OTOGL
chr12	80422747	80679020	+	PTPRQ
chr12	80707720	80708957	+	MYF6
chr12	80717064	80719048	+	MYF5
chr12	80811468	80937722	-	LIN7A
chr12	81078121	81254919	+	ACSS3
chr12	81259635	81754221	-	PPFIA2
chr12	82223681	82358376	-	CCDC59
chr12	82358566	82479021	+	METTL25
chr12	82687587	83132386	+	TMTC2
chr12	84861635	84892120	-	SLC6A15
chr12	85014490	85029946	-	TSPAN19
chr12	85038177	85263057	+	LRRIQ1
chr12	85280262	85301472	+	ALX1
chr12	85804705	85836201	-	RASSF9
chr12	85874404	85882372	+	NTS
chr12	85979292	85989546	-	MGAT4C
chr12	87980334	88026962	-	C12orf50
chr12	88035649	88048419	+	C12orf29
chr12	88049187	88141307	-	CEP290
chr12	88148316	88195646	+	TMTC3
chr12	88505199	88580278	-	KITLG
chr12	89349257	89352039	-	DUSP6
chr12	89421156	89525895	-	POC1B
chr12	89522816	89525895	-	POC1B-GALNT4
chr12	89522816	89524549	-	GALNT4
chr12	89590987	89655886	-	ATP2B1
chr12	90953525	90954742	-	CCER1
chr12	90964159	91002565	-	EPYC
chr12	91051349	91056281	-	KERA
chr12	91104168	91108979	-	LUM
chr12	91145728	91178552	-	DCN
chr12	92144083	92145535	-	BTG1
chr12	92706632	92770192	+	PLEKHG7
chr12	92776014	92929066	-	EEA1
chr12	93378323	93399376	+	NUDT4
chr12	93410042	93441884	-	UBE2N
chr12	93469286	93501218	+	MRPL42
chr12	93572898	93583043	+	SOCS2
chr12	93678775	93894114	+	CRADD
chr12	94148972	94305282	+	PLXNC1
chr12	94308816	94412490	-	CEP83
chr12	94571438	94650430	-	TMCC3
chr12	94928038	95003680	-	NDUFA12
chr12	95022232	95067384	-	NR2C1
chr12	95081497	95217240	-	FGD6
chr12	95217851	95300670	+	VEZT
chr12	95474180	95513901	+	METAP2
chr12	95518157	95534256	-	USP44
chr12	95659089	95790309	-	NTN4
chr12	95859074	95903499	+	SNRPF
chr12	95867079	95936509	-	CCDC38
chr12	95943399	95967840	+	AMDHD1
chr12	95974235	95995910	-	HAL
chr12	96000992	96043375	-	LTA4H
chr12	96223567	96267177	+	ELK3
chr12	96280245	96335062	-	CDK17
chr12	96489610	96860935	+	CFAP54
chr12	96907612	96952050	+	NEDD1
chr12	98515868	98547855	+	TMPO
chr12	98593979	98601525	+	SLC25A3
chr12	98613588	98644701	-	IKBIP
chr12	98648360	98732563	+	APAF1
chr12	98735563	99984237	-	ANKS1B
chr12	99648175	99649395	+	FAM71C
chr12	100028557	100142635	-	UHRF1BP1L
chr12	100199127	100223912	+	ACTR6
chr12	100242535	100267076	-	DEPDC4
chr12	100282971	100339169	+	SCYL2
chr12	100357392	100420156	+	SLC17A8
chr12	100493324	100563486	+	NR1H4
chr12	100594905	100624887	+	GAS2L3
chr12	100717526	101127067	+	ANO4
chr12	101157282	101209848	-	SLC5A8
chr12	101280283	101386120	+	UTP20
chr12	101395643	101407645	-	ARL1
chr12	101476905	101486768	+	SPIC
chr12	101595071	101685679	+	MYBPC1
chr12	101697862	101730550	+	CHPT1
chr12	101728930	101737935	-	SYCP3
chr12	101747167	101830675	-	GNPTAB
chr12	101877790	102011860	+	DRAM1
chr12	102013111	102061962	-	WASHC3
chr12	102074357	102118518	-	NUP37
chr12	102123889	102196288	+	PARPBP
chr12	102196655	102197770	-	PMCH
chr12	102402510	102480381	-	IGF1
chr12	102839178	102917130	-	PAH
chr12	102958245	102958952	+	ASCL1
chr12	103273883	103478426	-	C12orf42
chr12	103587477	103766333	+	STAB2
chr12	103777832	103841156	-	NT5DC3
chr12	103930516	103953391	+	HSP90B1
chr12	103951526	103956738	-	C12orf73
chr12	103966038	103987087	+	TDG
chr12	103989411	104019648	-	GLT8D2
chr12	104064561	104103270	+	HCFC2
chr12	104119740	104135453	-	NFYB
chr12	104215803	104348418	+	TXNRD1
chr12	104303935	104304933	+	EID3
chr12	104457412	104757800	+	CHST11
chr12	104805155	104928527	-	SLC41A2
chr12	104986353	104995993	+	C12orf45
chr12	105024427	105106862	-	ALDH1L2
chr12	105107801	105166928	+	WASHC4
chr12	105174317	105236012	-	APPL2
chr12	105330892	105395704	+	C12orf75
chr12	106066805	106138653	-	NUAK1
chr12	106239027	106254128	-	CKAP4
chr12	106311076	106346527	+	TCP11L2
chr12	106357880	106509546	+	POLR3B
chr12	106583321	106761466	+	RFX4
chr12	106774663	106886012	+	RIC8B
chr12	106967117	106971388	+	TMEM263
chr12	106977560	106978714	-	MTERF2
chr12	106992790	107092961	-	CRY1
chr12	107318941	107657715	+	BTBD11
chr12	107685900	107712217	+	PWP1
chr12	107734213	107760515	-	PRDM4
chr12	107775219	107775734	+	ASCL4
chr12	108195833	108248340	+	WSCD2
chr12	108291844	108293591	-	CMKLR1
chr12	108516973	108525602	+	FICD
chr12	108523460	108561154	-	SART3
chr12	108562623	108568913	+	ISCU
chr12	108591535	108592383	-	TMEM119
chr12	108623072	108631901	-	SELPLG
chr12	108647406	108702949	-	CORO1C
chr12	108787991	108857496	-	SSH1
chr12	108885007	108900532	+	DAO
chr12	108912538	109020868	-	SVOP
chr12	109052679	109085928	+	USP30
chr12	109088209	109092786	-	ALKBH2
chr12	109097680	109109966	+	UNG
chr12	109139406	109266359	+	ACACB
chr12	109279322	109308321	-	FOXN4
chr12	109347961	109447179	+	MYO1H
chr12	109451598	109477262	-	KCTD10
chr12	109483552	109534779	+	UBE3B
chr12	109557031	109573480	-	MMAB
chr12	109574823	109596574	+	MVK
chr12	109744147	109769285	+	FAM222A
chr12	109783624	109814796	-	TRPV4
chr12	109852558	109880374	-	GLTP
chr12	109903027	109916620	+	TCHP
chr12	109932981	109996224	-	GIT2
chr12	109999689	110037551	+	ANKRD13A
chr12	110042354	110059178	-	C12orf76
chr12	110127381	110218223	+	IFT81
chr12	110281790	110350302	+	ATP2A2
chr12	110374147	110403627	-	ANAPC7
chr12	110435158	110450260	-	ARPC3
chr12	110453037	110468636	-	GPN3
chr12	110468876	110490134	+	FAM216A
chr12	110492008	110502051	-	VPS29
chr12	110502338	110531678	+	RAD9B
chr12	110537040	110583031	-	PPTC7
chr12	110614183	110647889	+	TCTN1
chr12	110628168	110683245	-	HVCN1
chr12	110720137	110742707	-	PPP1CC
chr12	110852955	110907473	+	CCDC63
chr12	110911080	110920529	-	MYL2
chr12	111034178	111348322	+	CUX2
chr12	111362681	111365566	-	PHETA1
chr12	111418146	111448299	+	SH2B3
chr12	111452051	111599514	-	ATXN2
chr12	111644202	111685792	-	BRAP
chr12	111692710	111756470	+	ACAD10
chr12	111753890	111791418	+	RP11-162P23.2
chr12	111766983	111809572	+	ALDH2
chr12	111842734	111893060	+	MAPKAPK5
chr12	111931624	112005270	-	TMEM116
chr12	112013466	112022649	+	ERP29
chr12	112029534	112108773	-	NAA25
chr12	112130523	112152788	+	TRAFD1
chr12	112162390	112382128	-	HECTD4
chr12	112405227	112408656	-	RPL6
chr12	112419112	112504761	+	PTPN11
chr12	112828319	112896777	+	RPH3A
chr12	112907040	112931919	+	OAS1
chr12	112938531	112970131	+	OAS3
chr12	112978609	113010481	+	OAS2
chr12	113058193	113096936	+	DTX1
chr12	113099932	113135462	-	RASAL1
chr12	113149858	113157676	+	CFAP73
chr12	113158880	113185451	-	DDX54
chr12	113186014	113191814	+	RITA1
chr12	113195578	113208166	-	IQCD
chr12	113221197	113296073	+	TPCN1
chr12	113299780	113332878	-	SLC8B1
chr12	113358601	113388623	+	PLBD2
chr12	113392944	113426272	-	SDS
chr12	113427983	113438076	+	SDSL
chr12	113463193	113471498	-	LHX5
chr12	113823227	113966227	-	RBM19
chr12	114355535	114403898	-	TBX5
chr12	114671844	114683200	-	TBX3
chr12	115961269	116277131	-	MED13L
chr12	116575943	116576317	+	MAP1LC3B2
chr12	116717813	116737900	-	SPRING1
chr12	116740498	116852709	+	RNFT2
chr12	116881035	116881307	-	HRK
chr12	116911038	117028169	+	FBXW8
chr12	117039136	117099282	-	TESC
chr12	117146090	117190456	-	FBXO21
chr12	117215312	117331069	-	NOS1
chr12	117467202	117968255	-	KSR2
chr12	118016828	118031275	+	RFC5
chr12	118034199	118062162	-	WSB2
chr12	118066642	118103671	-	VSIG10
chr12	118136210	118144800	+	PEBP1
chr12	118151000	118255567	-	TAOK3
chr12	118376692	118414430	+	SUDS3
chr12	118981883	119156795	+	SRRM4
chr12	119179313	119224852	+	HSPB8
chr12	119335177	119540712	+	CCDC60
chr12	119593849	119640702	+	TMEM233
chr12	119668245	119680322	+	PRKAB1
chr12	119686740	119876168	-	CIT
chr12	119989869	120093158	+	BICDL1
chr12	120097246	120116650	-	RAB35
chr12	120127852	120194697	-	GCN1
chr12	120196776	120200783	-	RPLP0
chr12	120212317	120265629	-	PXN
chr12	120303562	120313033	+	SIRT4
chr12	120322196	120327753	-	PLA2G1B
chr12	120345594	120369091	-	MSI1
chr12	120438127	120440534	+	COX6A1
chr12	120438198	120459956	+	AL021546.6
chr12	120444875	120446372	-	TRIAP1
chr12	120446481	120459956	+	GATC
chr12	120462022	120469609	-	SRSF9
chr12	120496422	120498207	+	DYNLL1
chr12	120503787	120529141	-	COQ5
chr12	120534697	120534954	+	RP11-18C24.9
chr12	120534812	120576663	+	RNF10
chr12	120579321	120581362	-	POP5
chr12	120640686	120666897	+	CABP1
chr12	120687297	120696552	+	MLEC
chr12	120710475	120720029	+	UNC119B
chr12	120725886	120739445	+	ACADS
chr12	120765002	120903867	-	SPPL3
chr12	120978626	121001189	+	HNF1A
chr12	121004156	121016474	-	C12orf43
chr12	121018980	121038971	-	OASL
chr12	121132971	121184799	+	P2RX7
chr12	121210165	121233654	+	P2RX4
chr12	121240471	121274526	-	CAMKK2
chr12	121308483	121352340	-	ANAPC5
chr12	121400213	121430491	+	RNF34
chr12	121430119	121580911	-	KDM2B
chr12	121626743	121641640	+	ORAI1
chr12	121652737	121669483	-	MORN3
chr12	121712896	121775868	+	TMEM120B
chr12	121779501	121793633	-	RHOF
chr12	121804738	121830236	+	SETD1B
chr12	121839731	121858823	-	HPD
chr12	121888857	121916308	+	PSMD9
chr12	121888857	121903019	+	RP11-87C12.2
chr12	121921306	122003761	+	CFAP251
chr12	122022092	122059160	+	BCL7A
chr12	122078854	122141809	+	MLXIP
chr12	122172415	122174172	-	IL31
chr12	122183145	122203439	+	LRRC43
chr12	122204619	122207385	+	B3GNT4
chr12	122208384	122226014	-	DIABLO
chr12	122218378	122266408	-	RP11-512M8.13
chr12	122226433	122226564	-	RP11-512M8.12
chr12	122232249	122266408	-	VPS33A
chr12	122272878	122380452	-	CLIP1
chr12	122473500	122500840	-	ZCCHC8
chr12	122505530	122526853	-	RSRC2
chr12	122530064	122626225	+	KNTC1
chr12	122702195	122703283	-	HCAR2
chr12	122715577	122716737	-	HCAR3
chr12	122729302	122730339	-	HCAR1
chr12	122753702	122769634	+	DENR
chr12	122774671	122826466	+	CCDC62
chr12	122835551	122861750	+	HIP1R
chr12	122867119	122896062	-	VPS37B
chr12	122921041	122960235	-	ABCB9
chr12	122975252	122979343	+	OGFOD2
chr12	122981140	122982673	+	ARL6IP4
chr12	122986030	123034590	-	PITPNM2
chr12	123152536	123230364	-	MPHOSPH9
chr12	123253675	123257028	+	C12orf65
chr12	123261739	123271618	-	CDK2AP1
chr12	123295911	123350441	-	SBNO1
chr12	123384199	123407700	+	KMT5A
chr12	123415894	123436420	-	RILPL2
chr12	123459889	123466278	+	SNRNP35
chr12	123472541	123533482	-	RILPL1
chr12	123584637	123596726	+	TMED2
chr12	123602149	123620137	+	DDX55
chr12	123621759	123633604	-	EIF2B1
chr12	123633860	123660232	+	GTF2H3
chr12	123671241	123708229	+	TCTN2
chr12	123712566	123758029	+	ATP6V0A2
chr12	123762337	123935478	+	DNAH10
chr12	123937061	123944305	-	CCDC92
chr12	124012145	124012927	+	ZNF664
chr12	124295430	124314522	+	RFLNA
chr12	124325405	124495251	-	NCOR2
chr12	124778470	124863720	-	SCARB1
chr12	124911717	124913771	-	UBC
chr12	124947805	124989022	-	DHX37
chr12	124993791	125025520	+	BRI3BP
chr12	125065585	125142226	+	AACS
chr12	125186800	125654707	+	TMEM132B
chr12	128267403	128706292	+	TMEM132C
chr12	128794199	128823943	-	SLC15A4
chr12	128853582	128983087	+	GLT1D1
chr12	129073878	129903339	-	TMEM132D
chr12	130162943	130164685	+	FZD10
chr12	130342592	130371595	+	PIWIL1
chr12	130397364	130479013	-	RIMBP2
chr12	130791903	130839099	-	STX2
chr12	130872037	130875923	+	RAN
chr12	130954466	131139260	+	ADGRD1
chr12	131711230	131799485	+	SFSWAP
chr12	131828495	131851271	+	MMP17
chr12	131895002	131921358	+	ULK1
chr12	131929723	131943583	+	PUS1
chr12	131960620	132077670	+	EP400
chr12	132139275	132144296	-	DDX51
chr12	132144489	132152398	+	NOC4L
chr12	132197110	132329203	-	GALNT9
chr12	132490571	132583775	+	FBRSL1
chr12	132604254	132606251	-	LRCOL1
chr12	132618817	132621969	+	P2RX2
chr12	132624700	132687315	-	POLE
chr12	132687671	132704862	+	PXMP2
chr12	132710877	132720825	+	PGAM5
chr12	132727245	132761798	-	ANKLE2
chr12	132773108	132822128	-	GOLGA3
chr12	132841557	132887328	-	CHFR
chr12	132925376	132945635	-	ZNF605
